Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w
1664959722.401906,19613,1664959722,400338411,vive/reference,vive/tracker_1,0.9863556817877004,-1.3942398401252118,-0.7646662515184954,-0.019364968815792166,0.038864710636271615,0.9959359695759473,-0.0789019344715241
1664959722.4210505,19614,1664959722,420325756,vive/reference,vive/tracker_1,0.9801522491222172,-1.3913041107337678,-0.7619304179113233,-0.021812417284989033,0.041939782985054935,0.9951207603473867,-0.08659876602001486
1664959722.4410527,19615,1664959722,440324783,vive/reference,vive/tracker_1,0.9741247901578844,-1.3883245316316266,-0.7592539345056799,-0.02281379730886593,0.04425208607834871,0.9943298077051521,-0.0939626937802239
1664959722.4615977,19616,1664959722,460353136,vive/reference,vive/tracker_1,0.9676826404547276,-1.385620763240437,-0.7565841075460611,-0.022628052096774737,0.045410691020439514,0.9935825245624361,-0.1010893390697208
1664959722.4810638,19617,1664959722,480348825,vive/reference,vive/tracker_1,0.9610857906106769,-1.3832091055241058,-0.7538545052144567,-0.024629340113900333,0.047869544531866204,0.9926760801203549,-0.10814586459872132
1664959722.5019143,19618,1664959722,500317335,vive/reference,vive/tracker_1,0.9544105060677135,-1.3810239111568605,-0.7509593958432306,-0.027543146964951776,0.05168101236954925,0.9916187879030973,-0.11516110762791404
1664959722.522008,19619,1664959722,520351171,vive/reference,vive/tracker_1,0.9476033587879085,-1.3789484109229342,-0.7479882764012,-0.029834021816338013,0.055440775211944515,0.9905561186149654,-0.12179599656830194
1664959722.541272,19620,1664959722,540339947,vive/reference,vive/tracker_1,0.9406513693231939,-1.3771261836715651,-0.7451548756733943,-0.031031110153293323,0.058442879983325174,0.9895578444533923,-0.12804766224860098
1664959722.5609498,19621,1664959722,560327768,vive/reference,vive/tracker_1,0.9336717608637757,-1.3754967468663475,-0.742119681548985,-0.03246895077959708,0.061265052332931585,0.9885326871351254,-0.13414508175662432
1664959722.5820444,19622,1664959722,580339432,vive/reference,vive/tracker_1,0.9264469179218138,-1.3741277606914493,-0.7387449297859217,-0.03456179596228559,0.06397154427257704,0.9874224672934482,-0.14039021937208654
1664959722.6021488,19623,1664959722,600324869,vive/reference,vive/tracker_1,0.9193396059830101,-1.3730113292737827,-0.7354957046404333,-0.03735255708998478,0.0670203797160269,0.9862022553232778,-0.14668870982727084
1664959722.621221,19624,1664959722,620326519,vive/reference,vive/tracker_1,0.9123124573252819,-1.3719089291628979,-0.7318228380969349,-0.040602925205424495,0.06835158445837902,0.985214883938828,-0.15175817212328807
1664959722.6415613,19625,1664959722,640320539,vive/reference,vive/tracker_1,0.9051460364201895,-1.3709743440397415,-0.7282140802727326,-0.043324163776157,0.06822483741341512,0.9843269393574201,-0.15674284329935637
1664959722.661905,19626,1664959722,660364866,vive/reference,vive/tracker_1,0.8979028038911208,-1.369942033503893,-0.7244911997671979,-0.0450953901285058,0.06836620099249557,0.9831918756649687,-0.16317369878440946
1664959722.6814363,19627,1664959722,680325747,vive/reference,vive/tracker_1,0.8909059773269445,-1.3692218349627374,-0.720701485096646,-0.046938785532533944,0.0689360414149181,0.9819263150648327,-0.1698962706597658
1664959722.7019138,19628,1664959722,700318813,vive/reference,vive/tracker_1,0.8839179344691608,-1.3685612231310729,-0.7167081388524608,-0.05014128701203696,0.06982372865584535,0.9806830995742836,-0.17570024430388959
1664959722.7214525,19629,1664959722,720340729,vive/reference,vive/tracker_1,0.8769401455888255,-1.3680937220911114,-0.7128896043983106,-0.052383783676909795,0.070452481151029,0.979606042654604,-0.18073137961369254
1664959722.7422853,19630,1664959722,740322590,vive/reference,vive/tracker_1,0.8697971235549573,-1.3678763261882074,-0.7092606816924922,-0.05370304838474538,0.07176442506449346,0.9783017667984247,-0.18679117465589584
1664959722.7609732,19631,1664959722,760319233,vive/reference,vive/tracker_1,0.8626349518647396,-1.3678595219371177,-0.7056727842608508,-0.05651485985202298,0.07432953967584291,0.9767888528418576,-0.19278010887841526
1664959722.782101,19632,1664959722,780343294,vive/reference,vive/tracker_1,0.8554028589905187,-1.367957857224783,-0.702304863766003,-0.0595741686760137,0.07507393367833956,0.9754696303131923,-0.19817483359701793
1664959722.8030322,19633,1664959722,800323725,vive/reference,vive/tracker_1,0.8479973267791177,-1.3680620242219244,-0.698986647034006,-0.05860932762872967,0.07361301433881623,0.974281191397391,-0.20474779097730642
1664959722.820998,19634,1664959722,820313215,vive/reference,vive/tracker_1,0.8407888511634927,-1.3684888334916852,-0.6958369141485758,-0.05571374156149769,0.07307660748689035,0.9731088584239096,-0.21122114439212542
1664959722.8418293,19635,1664959722,840320826,vive/reference,vive/tracker_1,0.833511488353669,-1.3693022325028534,-0.6925916329932096,-0.057454771527192056,0.07597379496419623,0.9716337556200335,-0.2164583605247248
1664959722.8608782,19636,1664959722,860325813,vive/reference,vive/tracker_1,0.8263061855346023,-1.3702693080582897,-0.6894080261854452,-0.060141149087350854,0.0788857748451349,0.9703878538548367,-0.2202428831143805
