Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1664959677.1082382,2584,1664959677,95968243,Waveshare_Sense_HAT_B/IMU,-0.772335866521348,-0.6351515214875214,0.0083696245002006,0.0031310417644396958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.009321063815277333,0.004527373853134705,-0.00985369603329318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24069946289062502,-0.335302734375,9.986033935546876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.1203349,2585,1664959677,108096014,Waveshare_Sense_HAT_B/IMU,-0.7723133052484344,-0.6351782770866004,0.008399053598586271,0.0031891616742153847,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0005326322180158476,0.0029294771990871615,-0.008788431597261484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23710693359375,-0.33171020507812504,9.980046386718751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.1324759,2586,1664959677,120196452,Waveshare_Sense_HAT_B/IMU,-0.7722993738590989,-0.6351938070479475,0.00850606115797561,0.0031861494559091846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0013315805450396189,-0.012516857123372417,-0.006391586616190171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2442919921875,-0.32332763671875003,9.981243896484376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.144574,2587,1664959677,132307760,Waveshare_Sense_HAT_B/IMU,-0.7722921322294055,-0.6352018045239899,0.008576497688015218,0.0031581186539810023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0053263221801584755,-0.009587379924285256,-0.004527373853134705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.257464599609375,-0.324525146484375,9.987231445312501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.1567106,2588,1664959677,144415883,Waveshare_Sense_HAT_B/IMU,-0.7722605494336565,-0.6352391546190321,0.008665087346785257,0.003126737692316829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.003728425526110933,-0.012250541014364494,-0.010386328251309028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24908203125,-0.32332763671875003,9.978848876953126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.1688356,2589,1664959677,156541988,Waveshare_Sense_HAT_B/IMU,-0.7721745130050038,-0.635342350825925,0.008782382005409968,0.0030803374463652853,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0031957933080950856,-0.01810949541253882,-0.023968449810713142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.233514404296875,-0.33410522460937503,9.9584912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.181022,2590,1664959677,168673388,Waveshare_Sense_HAT_B/IMU,-0.7720964497574173,-0.6354363210866338,0.008867384138055861,0.0030205321425984433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.008255799379245638,-0.01810949541253882,-0.022104237047657675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18561401367187502,-0.336500244140625,9.97046630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.1930943,2591,1664959677,180836695,Waveshare_Sense_HAT_B/IMU,-0.7720039704090716,-0.6355471403586405,0.00900764311284724,0.002926503055717919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0066579027251980945,-0.028495823663847845,-0.025566346464760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.188009033203125,-0.33290771484375004,9.9968115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2051847,2592,1664959677,192951985,Waveshare_Sense_HAT_B/IMU,-0.7719525038881618,-0.6356083533966836,0.00915334465416101,0.00275120242730276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.013315805450396189,-0.036751623043093484,-0.014913702104443732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19399658203125,-0.27542724609375,10.002799072265626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2173152,2593,1664959677,205052016,Waveshare_Sense_HAT_B/IMU,-0.7718767212818453,-0.6356994572172654,0.009257957741334076,0.0026110257222831832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.014381069886427884,-0.02902845588186369,-0.022104237047657675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22153930664062502,-0.288599853515625,10.000404052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2294672,2594,1664959677,217162824,Waveshare_Sense_HAT_B/IMU,-0.7718255934553985,-0.635760433950273,0.00935502467040915,0.002531288999466723,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0077231671612297895,-0.02103897261162598,-0.015712650431467502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23231689453125,-0.29219238281250004,9.978848876953126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2415683,2595,1664959677,229303058,Waveshare_Sense_HAT_B/IMU,-0.7718340923613566,-0.6357487303246635,0.009453162098902243,0.0025146541772605694,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0002663161090079238,-0.016511598758491276,-0.0015978966540475428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22752685546875,-0.29338989257812503,9.988428955078126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2536871,2596,1664959677,241412311,Waveshare_Sense_HAT_B/IMU,-0.7718627458993241,-0.6357124912814893,0.009559711985204068,0.0024782712114712765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0026631610900792377,-0.01970739206658636,0.0034621094171030094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.228724365234375,-0.3113525390625,9.981243896484376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.265786,2597,1664959677,253524545,Waveshare_Sense_HAT_B/IMU,-0.7719360142939826,-0.6356225358934365,0.009629328700885178,0.0024612454342293577,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0042610577441267805,-0.014647385995435807,0.014381069886427884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.204774169921875,-0.316142578125,9.998009033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2778752,2598,1664959677,265626261,Waveshare_Sense_HAT_B/IMU,-0.7720546100249889,-0.635477846059563,0.009665979087690596,0.0024809584714719263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.002396844981071314,-0.006391586616190171,0.02609897868277653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.195194091796875,-0.30895751953125,9.998009033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.2900646,2599,1664959677,277728828,Waveshare_Sense_HAT_B/IMU,-0.7721827885932169,-0.6353223932520287,0.009652185141582318,0.00245620742415527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.013315805450396189,-0.004793689962142628,0.028495823663847845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18920654296875,-0.316142578125,9.981243896484376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3022504,2600,1664959677,289894562,Waveshare_Sense_HAT_B/IMU,-0.7722964688205489,-0.6351846994366689,0.00961595261626833,0.002468866975213571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.010918960469324876,0.0021305288720633903,0.02476739813773691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19639160156250002,-0.31374755859375003,9.97046630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3143086,2601,1664959677,302057888,Waveshare_Sense_HAT_B/IMU,-0.7724125706726068,-0.6350436593688544,0.009610834301109336,0.002450148237650985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.00985369603329318,-0.0055926382891664,0.025566346464760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17483642578125,-0.276624755859375,9.972861328125001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3264394,2602,1664959677,314168103,Waveshare_Sense_HAT_B/IMU,-0.7725146163117473,-0.634919414304635,0.009626759022643832,0.0024146292661303406,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.00985369603329318,-0.011717908796348646,0.021837920938649752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1484912109375,-0.27422973632812503,9.992021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3385303,2603,1664959677,326282504,Waveshare_Sense_HAT_B/IMU,-0.7726116366332092,-0.6348016598950962,0.009620093268697989,0.002359097048867665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01411475377741996,-0.011984224905356571,0.020506340393610132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13172607421875002,-0.26105712890625,9.974058837890626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3507009,2604,1664959677,338394127,Waveshare_Sense_HAT_B/IMU,-0.7726489213633764,-0.6347581951156127,0.009509637560435076,0.002290162232221287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.025566346464760685,-0.0005326322180158476,0.0055926382891664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118553466796875,-0.24668701171875002,9.987231445312501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3628383,2605,1664959677,350532287,Waveshare_Sense_HAT_B/IMU,-0.7726510361087077,-0.6347574255243305,0.00941774843089328,0.002166369395304293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.029294771990871615,-0.007456851052221866,-0.0029294771990871615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1293310546875,-0.22034179687500002,9.9680712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3749154,2606,1664959677,362661298,Waveshare_Sense_HAT_B/IMU,-0.7726344437203663,-0.6347792748947569,0.00933558493645478,0.002033567038700965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.029294771990871615,-0.008788431597261484,-0.007989483270237713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.162861328125,-0.209564208984375,9.972861328125001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3870137,2607,1664959677,374765625,Waveshare_Sense_HAT_B/IMU,-0.7725826308530455,-0.6348435647937667,0.009266120263287634,0.001966153451726787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02024002428460221,-0.003994741635118856,-0.017044230976507122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16525634765625,-0.21076171875000002,9.980046386718751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664959677.3991985,2608,1664959677,386868452,Waveshare_Sense_HAT_B/IMU,-0.7725136784009311,-0.634928591624859,0.00920282752751264,0.0018995226334685767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02103897261162598,-0.0042610577441267805,-0.02103897261162598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.162861328125,-0.24548950195312502,9.99920654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
